StudentID,Age,Gender,School_Type,Socioeconomic_Status,Mathematics_Score,Science_Score,Language_Arts_Score,Social_Studies_Score,Mathematics_Improvement,Science_Improvement,Language_Arts_Improvement,Social_Studies_Improvement,Logical_Reasoning,Critical_Thinking,Analytical_Ability,Creativity,Communication,Emotional_Intelligence,Social_Skills,Leadership,Sports_Participation,Sports_Involvement,Arts_Participation,Arts_Involvement,Music_Participation,Music_Involvement,Science_Club_Participation,Science_Club_Involvement,Debate_Participation,Debate_Involvement,Community_Service_Participation,Community_Service_Involvement,Learning_Style,STEM_Score,Business_Finance_Score,Arts_Media_Score,Healthcare_Score,Education_Score,Social_Services_Score,Trades_Manufacturing_Score,Government_Law_Score,Primary_Career_Recommendation,Secondary_Career_Recommendations,Recommendation_Confidence
STU3215,10,Female,Private,Middle,71,78,50,59,9,-2,-1,-6,6,1,5,9,1,9,6,9,1,3,1,5,0,0,1,3,0,0,1,4,Visual,56.90431401184106,63.19340603953961,53.2894535011383,52.96769739328487,38.672299006847794,73.12360198609022,57.09077413332033,69.56134256461705,Social_Services,"['Government_Law', 'Business_Finance']",3.562259421473172
STU3216,10,Female,Public,Middle,73,51,75,52,7,1,-1,-1,4,9,3,6,3,1,10,7,1,4,1,2,0,0,1,5,0,0,1,3,Reading/Writing,42.026793197814314,53.364451128489584,49.561686074656855,52.93310583646973,62.88190623849238,48.43702988379967,42.18785855671236,46.14013891924856,Education,"['Business_Finance', 'Healthcare']",9.517455110002793
STU3217,12,Female,Public,Low,52,69,68,68,0,0,3,1,5,2,1,10,5,5,1,9,0,0,1,2,1,2,0,0,0,0,0,0,Kinesthetic,10.725857743169383,37.081649682646514,74.12530591235037,32.634811831870245,32.919499936304,21.523926726294743,72.7810734134695,68.34671211381533,Arts_Media,"['Trades_Manufacturing', 'Government_Law']",1.3442324988808707
STU3218,8,Female,Public,Low,84,45,81,71,-2,0,4,-1,6,8,7,6,8,5,4,6,1,1,1,5,0,0,0,0,0,0,0,0,Auditory,46.03976859885615,48.75663008003018,63.14856474847823,49.189636783275056,53.83514476579517,57.5673599865834,50.76221120294889,50.354827193550044,Arts_Media,"['Social_Services', 'Education']",5.581204761894831
STU3219,9,Male,Public,High,75,27,77,77,4,0,1,6,4,7,9,4,1,1,10,8,0,0,0,0,1,4,0,0,0,0,1,1,Kinesthetic,56.08727636793858,59.36437534702252,17.694239897149146,37.972816320554855,46.75319504765655,42.59524372820199,68.53956737098432,56.820669435854256,Trades_Manufacturing,"['Business_Finance', 'Government_Law']",9.175192023961792
STU3220,9,Female,Public,Middle,78,53,60,47,-5,0,0,11,9,10,9,7,4,4,10,3,1,4,1,3,1,5,0,0,0,0,0,0,Reading/Writing,72.1830683836892,56.64433621273341,60.45539161250964,55.66590855320376,59.04562798748568,50.70093433530182,22.065236190828923,33.85145431730475,STEM,"['Arts_Media', 'Education']",11.72767677117956
STU3221,11,Female,Private,Middle,95,60,62,63,2,1,-1,0,2,2,4,5,10,2,3,7,0,0,0,0,1,4,0,0,0,0,1,2,Visual,18.327472887050195,37.083653677417296,48.877988745488295,31.235669397722273,50.09411864758748,17.095501366859878,31.262787707346824,49.07388797756423,Education,"['Government_Law', 'Arts_Media']",1.0202306700232455
STU3222,7,Female,Public,Middle,60,79,64,23,-2,1,2,6,8,10,8,1,8,2,9,5,1,5,1,1,0,0,0,0,0,0,0,0,Visual,60.88139261695537,54.80038141692211,43.3772600222874,62.99545424067412,81.01887100044681,35.79101374715439,31.449716998323495,37.07721534081112,Education,"['Healthcare', 'STEM']",18.023416759772687
STU3223,9,Female,Private,High,68,71,98,52,0,3,-2,0,9,10,1,9,6,2,1,5,1,4,0,0,0,0,0,0,1,1,1,3,Kinesthetic,36.57143653709778,54.639322050194004,58.95710462011756,50.03327027088744,43.45344754476652,28.962423160932154,62.36187055709214,37.662382409890704,Trades_Manufacturing,"['Arts_Media', 'Business_Finance']",3.4047659369745773
STU3224,7,Male,Public,Middle,74,71,80,80,-1,0,9,-2,4,6,4,8,4,10,7,7,0,0,0,0,0,0,0,0,1,1,0,0,Reading/Writing,38.212856192242924,64.49323323918348,46.46954707260251,66.67716663043399,53.322090761483665,64.30256380471636,46.784036724726086,65.07975643795122,Healthcare,"['Government_Law', 'Business_Finance']",1.5974101924827693
STU3225,10,Female,Public,Middle,55,54,98,84,-1,0,-5,-1,9,5,4,10,3,1,1,1,0,0,0,0,0,0,1,4,1,5,0,0,Reading/Writing,56.87925987027281,34.04118216270533,50.84279490613891,17.852452975534405,19.672591140633287,19.981695211486784,56.23595851323869,48.01423680212774,STEM,"['Trades_Manufacturing', 'Arts_Media']",0.6433013570341188
STU3226,7,Female,Public,High,67,62,82,52,10,5,-1,5,2,7,2,1,1,9,6,2,0,0,0,0,0,0,0,0,1,2,1,2,Kinesthetic,11.025232819927536,41.068730740062016,1.9071286481360583,68.86315936232214,43.40990805818032,65.99151097754472,31.275990412144054,48.942001739083004,Healthcare,"['Social_Services', 'Government_Law']",2.8716483847774157
STU3227,10,Other,Private,Middle,77,56,69,65,5,5,6,-1,3,2,8,1,10,6,2,10,1,3,0,0,0,0,0,0,0,0,0,0,Auditory,59.16977611446037,51.088775773781315,36.408308224050266,45.222503063301964,56.037003577604224,28.103208356220744,20.08230414946829,77.00865314796603,Government_Law,"['STEM', 'Education']",17.83887703350566
STU3228,8,Male,Private,Low,65,51,54,70,-5,1,0,0,10,10,8,9,8,7,7,10,0,0,1,5,0,0,0,0,0,0,0,0,Kinesthetic,57.416636807314326,74.50613621000635,80.01731782829697,71.8763457422631,58.684601467493636,57.02123789437496,77.74979744293769,77.95225048918356,Arts_Media,"['Government_Law', 'Trades_Manufacturing']",2.065067339113412
STU3229,8,Male,Public,Low,89,61,73,86,-2,7,5,-3,5,9,7,2,2,6,2,5,0,0,1,4,1,3,0,0,0,0,0,0,Auditory,53.28619758295348,60.03824456560689,20.201284233597796,66.88536975152698,37.91989713192351,29.807281837934248,17.43333743676643,52.2967380874157,Healthcare,"['Business_Finance', 'STEM']",6.847125185920092
STU3230,12,Male,Public,Middle,47,71,69,92,6,2,10,5,4,3,4,4,7,4,3,6,0,0,1,2,0,0,0,0,1,1,0,0,Kinesthetic,35.69812872869323,46.937120502620786,44.1387016458002,42.5240262634533,44.80983164740543,27.989145462794585,36.799500457432266,69.4210135709228,Government_Law,"['Business_Finance', 'Education']",22.48389306830201
STU3231,12,Female,Public,High,86,61,68,72,6,1,6,4,3,1,5,1,3,10,10,6,1,4,0,0,0,0,0,0,0,0,0,0,Visual,43.193862386286426,36.38022057869913,1.6301357346058336,55.51749358350596,60.63144413268458,71.94499832391016,34.5167932104837,44.582516958741785,Social_Services,"['Education', 'Healthcare']",11.313554191225577
STU3232,11,Male,Public,Middle,79,65,66,66,-4,1,-4,9,4,8,5,10,5,2,5,6,0,0,0,0,0,0,1,2,1,5,1,4,Kinesthetic,47.381660153568035,57.91792260666878,67.5867010668847,47.393761248299086,54.900366866748925,39.31201784913581,100.0,62.68104078765393,Trades_Manufacturing,"['Arts_Media', 'Government_Law']",32.4132989331153
STU3233,9,Male,Public,Middle,61,80,39,48,5,2,-3,4,9,7,1,3,6,5,5,7,0,0,0,0,0,0,0,0,1,3,1,3,Auditory,43.64499322275336,54.98795941003634,30.356556748406792,59.97808827063844,36.49775674596348,55.16422649332511,45.90371809361054,66.81773494530906,Government_Law,"['Healthcare', 'Social_Services']",6.839646674670618
STU3234,11,Other,Private,Middle,56,62,88,71,3,-2,1,4,9,7,6,6,3,3,6,2,0,0,0,0,1,2,0,0,1,1,0,0,Auditory,40.40689848525585,37.122611320594146,48.63214614213087,53.5162227606473,34.93071180380388,30.7969232037443,35.04540361676008,61.12021504163497,Government_Law,"['Healthcare', 'Arts_Media']",7.6039922809876686
STU3235,10,Male,Public,Middle,38,49,69,100,-7,-7,4,4,5,4,7,3,6,1,7,9,1,2,0,0,0,0,0,0,0,0,0,0,Visual,35.03717547247264,47.39915508467369,31.02366651303441,15.889659376214443,54.95560917748444,40.787147122843294,25.998733884419963,59.87749084582597,Government_Law,"['Education', 'Business_Finance']",4.921881668341527
STU3236,11,Female,Private,Middle,58,78,48,89,0,3,8,0,7,10,4,4,7,2,7,3,1,4,1,3,0,0,0,0,0,0,0,0,Auditory,58.440908223992416,62.09537416165068,38.76915561651777,58.48493656398783,71.02895805405024,38.03212630716751,33.55363228891823,32.60578425272819,Education,"['Business_Finance', 'Healthcare']",8.933583892399554
STU3237,7,Male,Public,Low,85,73,77,72,1,6,-1,2,8,3,3,9,10,8,1,9,1,2,0,0,0,0,1,5,1,4,0,0,Kinesthetic,46.289961897007565,53.651357639769245,70.07774298515592,57.89278204691759,61.17332331257889,45.36888266599832,59.862945320025304,79.07477470757188,Government_Law,"['Arts_Media', 'Education']",8.997031722415954
STU3238,10,Female,Public,High,69,74,57,74,2,-3,0,6,2,9,8,3,7,7,6,8,0,0,1,2,1,3,1,5,0,0,0,0,Visual,44.544853291517924,67.59725797000345,42.5948120907782,62.314763871459235,66.75625636143326,50.109339566130394,35.28120729098391,57.302999067806546,Business_Finance,"['Education', 'Healthcare']",0.8410016085701955
STU3239,12,Female,Charter,Middle,87,79,78,59,-4,7,0,-2,9,3,2,5,2,7,1,1,1,3,0,0,0,0,1,3,1,5,0,0,Visual,43.493799818308794,14.767852846964564,40.86884656991659,43.89773046543312,18.421680684706637,41.571454460279014,35.562823509599305,23.958074385401634,Healthcare,"['STEM', 'Social_Services']",0.40393064712432647
STU3240,8,Female,Public,Middle,60,76,83,64,-1,-6,0,10,9,7,1,8,2,9,6,7,0,0,0,0,0,0,0,0,0,0,0,0,Auditory,42.61093951657063,47.27995831469635,37.49344996266524,79.12503159903602,39.14753643814755,58.38700334748518,42.29011902374148,61.70622445075973,Healthcare,"['Government_Law', 'Social_Services']",17.418807148276294
STU3241,12,Female,Charter,Middle,80,70,85,72,-1,0,9,5,2,7,7,5,3,10,9,6,1,5,1,1,0,0,1,1,0,0,0,0,Auditory,43.78370526019397,53.57693863047067,38.629659550358085,82.14317471866715,59.564206953025135,75.06008944908824,52.59038407188796,45.28683624644183,Healthcare,"['Social_Services', 'Education']",7.083085269578916
STU3242,9,Male,Public,Low,59,100,67,72,0,10,1,12,6,10,3,7,7,2,4,9,1,1,1,3,1,2,0,0,1,1,0,0,Kinesthetic,37.741554618061016,69.99167012562222,63.92707281221712,61.87777953354613,46.439489145843446,31.809668011217635,59.0703764587077,70.54208538073566,Government_Law,"['Business_Finance', 'Arts_Media']",0.5504152551134354
STU3243,10,Male,Public,Middle,55,50,63,85,0,3,2,-3,4,7,3,10,1,2,2,4,0,0,0,0,0,0,0,0,1,3,0,0,Visual,21.183965428202473,34.68639012470958,53.15846894702007,35.959292563083494,24.954392891516363,24.693151886167676,57.05181758292006,39.81209824771897,Trades_Manufacturing,"['Arts_Media', 'Government_Law']",3.89334863589999
STU3244,10,Male,Private,Middle,68,61,60,84,1,0,6,-3,1,1,6,6,8,10,4,2,1,2,1,2,0,0,0,0,0,0,1,2,Auditory,33.93058294913114,16.391734491270928,63.911134780699996,60.85012444249413,56.47914622137572,67.89267373892024,25.767161325071914,16.280237433214698,Social_Services,"['Arts_Media', 'Healthcare']",3.9815389582202414
STU3245,7,Female,Charter,Middle,60,84,59,77,3,3,9,3,5,10,3,8,4,6,7,5,1,1,0,0,0,0,0,0,1,4,0,0,Reading/Writing,42.2058630420407,61.95965029825141,35.398643990940634,74.22960251342361,48.51548092234055,50.30919933512721,55.23551594242154,60.587517957631945,Healthcare,"['Business_Finance', 'Government_Law']",12.269952215172204
STU3246,9,Female,Public,Middle,46,72,69,55,10,7,1,2,3,2,9,6,6,2,3,5,0,0,0,0,1,2,0,0,0,0,0,0,Auditory,44.82165065456774,30.437283470679027,49.7124117436787,34.60204444851041,42.402706009368465,32.01669665239352,42.87992937027991,30.07683672662053,Arts_Media,"['STEM', 'Trades_Manufacturing']",4.89076108911096
STU3247,8,Male,Public,Middle,67,81,66,55,6,-5,8,0,1,2,2,7,5,8,10,2,0,0,1,5,0,0,0,0,0,0,0,0,Visual,9.533216546467955,29.095514133116744,54.49540073824011,41.714374238027354,62.32792841808492,80.26895577244275,35.361243670902866,25.637107888321676,Social_Services,"['Education', 'Arts_Media']",17.94102735435783
STU3248,10,Female,Private,High,71,72,57,56,8,8,11,-4,2,3,1,8,1,9,6,2,0,0,1,2,0,0,0,0,1,3,0,0,Reading/Writing,19.99117264838606,20.69678375008887,36.39668648815317,63.02062569049362,42.119174490265486,75.77691690637916,55.72311120767868,42.97403854912303,Social_Services,"['Healthcare', 'Trades_Manufacturing']",12.75629121588554
STU3249,10,Male,Private,Low,89,90,52,73,0,0,1,0,7,4,7,5,5,6,10,8,1,5,0,0,0,0,1,1,0,0,0,0,Auditory,79.38689097736331,46.344863208078465,42.266059216561935,60.77201011822161,76.90380086586822,72.26820074042695,50.651406766615445,61.464449821348865,STEM,"['Education', 'Social_Services']",2.4830901114950876
STU3250,7,Female,Public,Middle,84,54,68,39,-3,5,0,3,1,1,7,8,5,6,2,9,1,4,0,0,0,0,0,0,1,3,0,0,Kinesthetic,29.942805559007258,36.373133789134215,60.44767218023151,38.590575084234416,40.61112346074393,31.214374791304227,65.1700370179458,54.73344704723571,Trades_Manufacturing,"['Arts_Media', 'Government_Law']",4.722364837714295
STU3251,11,Female,Private,Middle,88,90,63,69,6,-1,12,-4,3,5,9,2,7,5,2,1,0,0,1,2,0,0,0,0,0,0,0,0,Reading/Writing,64.52623864058465,18.81218219837822,61.007876154080456,49.07201174872675,53.97838814823713,31.20908881269734,22.45673346432237,30.315912575679153,STEM,"['Arts_Media', 'Education']",3.518362486504195
STU3252,8,Male,Public,Middle,80,87,52,91,1,10,7,0,1,1,5,6,9,10,1,6,0,0,1,2,0,0,0,0,0,0,0,0,Kinesthetic,33.00448892734136,36.06918910891599,58.96879465872016,56.16482654226689,53.73744203093052,56.60959005801017,61.42728452038859,41.91299211681828,Trades_Manufacturing,"['Arts_Media', 'Social_Services']",2.4584898616684328
STU3253,12,Female,Public,Middle,74,51,82,80,5,1,2,3,1,7,3,6,9,7,10,6,1,5,0,0,0,0,0,0,0,0,0,0,Reading/Writing,17.44064936712604,52.55310219012036,69.81069222271068,59.29638205291094,96.45307635972522,64.69412103640234,41.56974024059023,62.26082746211884,Education,"['Arts_Media', 'Social_Services']",26.64238413701453
STU3254,9,Male,Public,Middle,51,79,96,64,-2,-4,5,5,8,7,10,7,1,6,2,7,0,0,1,4,0,0,0,0,1,1,1,5,Kinesthetic,61.4825348489224,48.76614231562602,50.14368641582221,58.62102136407553,27.009192207775172,35.82060820934852,66.08300158048243,76.30468836115199,Government_Law,"['Trades_Manufacturing', 'STEM']",10.221686780669557
STU3255,10,Female,Public,High,72,69,84,59,5,4,-3,0,6,2,2,7,5,9,7,6,0,0,1,4,1,3,1,5,0,0,1,4,Reading/Writing,46.60278336616785,41.33825504142697,63.332884631240425,61.00043940456713,39.08340879179561,74.71997550890927,29.282609510692602,46.261155254497,Social_Services,"['Arts_Media', 'Healthcare']",11.387090877668847
STU3256,10,Female,Charter,Low,78,60,59,82,1,8,7,-2,4,4,8,4,4,6,5,1,0,0,0,0,0,0,1,1,0,0,1,5,Auditory,50.44120051178116,23.322765429810392,24.46698101900992,37.19838789688362,41.118708757178155,58.49277574891545,33.9263657142631,28.766649363776303,Social_Services,"['STEM', 'Education']",8.051575237134287
STU3257,12,Male,Public,Middle,91,41,69,74,0,7,-7,2,8,9,5,9,7,1,4,6,1,5,0,0,0,0,0,0,0,0,0,0,Reading/Writing,48.235101314787684,55.28268673072472,66.21803876045472,40.83168688629161,50.50639640378887,31.343118140560204,64.45342496589022,43.27396966774537,Arts_Media,"['Trades_Manufacturing', 'Business_Finance']",1.7646137945644966
STU3258,8,Male,Charter,Low,80,54,93,66,0,2,7,0,7,1,2,3,5,4,7,4,0,0,0,0,0,0,1,3,0,0,0,0,Auditory,40.40266419699029,22.840091666728785,33.881903460233474,31.55600805709152,48.33475678657806,33.046700087872,45.01901860792688,47.224818674370475,Education,"['Government_Law', 'Trades_Manufacturing']",1.1099381122075869
STU3259,11,Male,Public,Low,88,80,52,61,4,6,-1,-5,9,10,6,9,2,7,9,1,0,0,1,2,0,0,0,0,1,2,0,0,Kinesthetic,59.11768323535321,46.62149962555075,56.23177050262588,71.57439112882818,55.401413422083934,61.902142781840176,63.26620637579391,36.869900779776444,Healthcare,"['Trades_Manufacturing', 'Social_Services']",8.308184753034276
STU3260,10,Female,Private,Middle,54,82,81,71,5,0,-6,0,1,6,8,9,4,3,8,10,0,0,0,0,0,0,0,0,0,0,0,0,Visual,31.719433640163526,60.663964547840685,61.24929695856923,40.937651719043934,61.502319087175074,34.045363779069646,46.83935642251098,67.35206579743645,Government_Law,"['Education', 'Arts_Media']",5.849746710261378
STU3261,8,Female,Private,Low,65,66,48,65,0,4,-8,0,10,10,3,3,10,6,10,6,1,3,1,5,0,0,0,0,0,0,0,0,Auditory,53.4762669753589,60.664533023999354,63.04042914378317,69.30328911330295,86.68685696529167,57.54863502604718,32.463295612536506,60.24264009487622,Education,"['Healthcare', 'Arts_Media']",17.383567851988715
STU3262,12,Male,Public,High,76,82,95,81,3,3,0,2,5,1,1,3,4,4,2,3,0,0,0,0,1,1,0,0,1,1,0,0,Auditory,30.837282058676855,35.567914090970056,36.60543967416129,45.022754139345665,29.34232814483521,36.89758945897003,16.482103905509952,36.92772646572829,Healthcare,"['Government_Law', 'Social_Services']",8.095027673617373
STU3263,7,Female,Public,High,87,84,63,88,3,-10,5,-1,6,6,5,1,10,5,1,4,0,0,0,0,0,0,0,0,0,0,1,5,Reading/Writing,41.13990311206376,61.24443820836086,35.78582364437373,48.87337323018425,50.04136354087966,39.69518163865382,37.31660841614982,39.05509657121548,Business_Finance,"['Education', 'Healthcare']",11.203074667481204
STU3264,11,Female,Public,Middle,67,72,100,49,5,-3,-4,0,6,1,8,7,3,8,9,8,0,0,1,1,0,0,0,0,0,0,0,0,Kinesthetic,48.650513236177524,24.008285660273117,54.624961513922145,65.90206342605515,60.80449134394008,65.30129226947727,53.59691171913564,53.61094809894619,Healthcare,"['Social_Services', 'Education']",0.6007711565778777
STU3265,9,Male,Private,Middle,68,59,95,51,6,3,-4,1,10,3,5,8,5,6,3,8,0,0,0,0,0,0,1,1,0,0,0,0,Auditory,53.30458552892684,51.52926172028026,48.56448684603741,47.748078148711016,47.31735665558381,32.82689881585783,44.88179099725709,51.321971914780626,STEM,"['Business_Finance', 'Government_Law']",1.7753238086465828
STU3266,10,Male,Private,Middle,80,76,68,90,11,2,0,5,7,4,3,7,8,2,9,3,1,2,1,3,0,0,0,0,0,0,0,0,Reading/Writing,51.6724314690518,27.10151426302763,53.79644556351643,40.14504815177645,86.16428206966219,49.893825867254016,48.48829171278074,35.15863518282161,Education,"['Arts_Media', 'STEM']",32.367836506145764
STU3267,8,Female,Public,High,53,77,59,72,0,1,6,2,5,10,7,7,2,3,7,4,0,0,0,0,1,1,0,0,0,0,0,0,Reading/Writing,47.94837139064374,50.7548379448433,45.78071781086091,59.875331905047645,46.73068170683816,37.046633452404464,44.54913798623758,22.809789666432373,Healthcare,"['Business_Finance', 'STEM']",9.120493960204342
STU3268,7,Female,Private,Middle,94,80,72,53,9,2,6,15,5,5,10,5,2,1,6,3,0,0,0,0,1,1,0,0,0,0,1,2,Kinesthetic,62.17550023519143,27.67383520116659,40.136690863366354,35.33911875788316,49.01529045739389,41.563656831573255,75.36261268390636,18.412103468247253,Trades_Manufacturing,"['STEM', 'Education']",13.187112448714934
STU3269,9,Male,Public,Low,56,82,67,84,2,8,2,-4,1,7,7,7,9,9,3,8,0,0,0,0,0,0,0,0,0,0,1,3,Reading/Writing,31.67935792097292,48.68841753547208,54.100181345383255,68.31016697521405,47.818385762340185,57.76784386350627,50.69255198092411,59.28394187825139,Healthcare,"['Government_Law', 'Social_Services']",9.026225096962655
STU3270,8,Male,Public,Middle,41,49,63,75,-3,3,6,6,10,2,5,10,5,10,3,3,0,0,0,0,1,2,0,0,0,0,0,0,Reading/Writing,48.718895517691415,16.522249596553912,61.30182168405673,52.938465372884004,38.107109010794325,59.93680311514258,62.47948942977973,33.75908786675163,Trades_Manufacturing,"['Arts_Media', 'Social_Services']",1.1776677457229994
STU3271,8,Male,Private,Middle,70,62,45,100,-1,-9,5,1,5,6,2,4,2,6,1,10,1,5,0,0,0,0,0,0,0,0,1,1,Visual,32.06340129275836,60.79637105984603,27.395166653069623,56.086481067923,10.564096025193873,48.501979634824266,44.065256488257795,67.9201956626868,Government_Law,"['Business_Finance', 'Healthcare']",7.123824602840763
STU3272,9,Female,Public,Middle,95,41,62,66,4,11,0,-4,10,4,10,1,2,10,5,3,0,0,0,0,0,0,0,0,1,4,0,0,Auditory,79.20951596891025,21.278457049653575,18.670914121192485,58.238352821311246,31.437373431818965,46.70158424992112,37.90281051254168,27.413434981971264,STEM,"['Healthcare', 'Social_Services']",20.971163147599007
STU3273,7,Male,Private,High,78,81,53,86,5,-7,6,0,1,6,8,10,3,9,10,6,0,0,0,0,1,1,0,0,0,0,0,0,Visual,50.437769254905696,46.441364105535385,61.00863716588136,75.08913818293264,58.27553303050929,70.32190711056154,69.34424142753944,41.50367861555734,Healthcare,"['Social_Services', 'Trades_Manufacturing']",4.7672310723711036
STU3274,12,Male,Public,High,81,66,78,48,-3,6,-4,-5,10,7,7,4,9,3,5,3,1,2,0,0,0,0,1,2,0,0,0,0,Auditory,79.649642028308,35.04145132572358,42.01702911091147,42.26384344041183,67.18274843279964,34.73108364573875,41.17714472434878,31.899482620045987,STEM,"['Education', 'Healthcare']",12.466893595508353
STU3275,7,Female,Public,Middle,70,76,84,90,-1,-5,4,2,2,7,7,4,6,5,10,5,1,2,1,5,0,0,0,0,0,0,0,0,Auditory,42.714962212772264,54.7587040732237,48.90427066128935,48.18908213437758,67.96541042568136,61.56713392028256,37.34807814450374,32.580104892897126,Education,"['Social_Services', 'Business_Finance']",6.3982765053987976
STU3276,11,Female,Public,Middle,67,47,81,84,0,9,-3,0,1,5,8,4,1,5,1,4,0,0,0,0,1,2,0,0,0,0,0,0,Kinesthetic,16.651514452298947,33.032338561337,33.72413379896734,54.418686788563406,3.5250492290975655,34.36093804183453,70.71518831049792,35.98149730874472,Trades_Manufacturing,"['Healthcare', 'Government_Law']",16.296501521934516
STU3277,10,Male,Public,High,46,91,75,94,-2,0,2,-1,8,7,8,6,10,5,7,1,0,0,0,0,0,0,0,0,1,2,0,0,Reading/Writing,63.189440225591994,31.95155353307794,71.09371760649633,63.088212282413636,82.14692547653631,63.630686975159655,69.91230722994631,45.99781256282719,Education,"['Arts_Media', 'Trades_Manufacturing']",11.053207870039984
STU3278,9,Male,Private,Low,36,52,57,86,-7,3,8,-3,8,3,4,1,3,9,8,7,0,0,1,5,1,1,0,0,0,0,1,2,Auditory,51.57762023303144,23.06115886770942,24.337264110088526,52.99199905105188,53.39661617858743,73.1508162271968,11.875889363857645,54.758041346815325,Social_Services,"['Government_Law', 'Education']",18.392774880381474
STU3279,12,Female,Public,Middle,72,81,73,68,-9,-7,3,7,8,10,1,4,5,2,2,6,0,0,0,0,0,0,0,0,1,4,0,0,Auditory,44.03546198047921,61.48919105714127,33.84636307433446,48.73586395042739,30.69270222889387,17.854885438421757,38.40883489541597,65.6923246615408,Government_Law,"['Business_Finance', 'Healthcare']",4.203133604399525
STU3280,9,Male,Public,Low,89,71,81,52,0,5,1,1,10,5,10,1,4,6,8,1,0,0,1,5,0,0,1,5,0,0,1,2,Reading/Writing,85.21365439952181,32.08579636779064,35.12374241126367,52.158582323080836,48.33697604131569,52.263427460130515,37.518976643382814,26.321810174165133,STEM,"['Social_Services', 'Healthcare']",32.9502269393913
STU3281,9,Male,Public,High,75,67,61,60,3,4,3,3,10,5,4,1,5,8,10,10,1,5,0,0,0,0,0,0,1,5,0,0,Auditory,43.04245881909415,60.35340094221352,24.167150026743165,52.64455328069191,64.03184254722717,72.22504743500843,39.636207874793584,66.8215468244953,Social_Services,"['Government_Law', 'Education']",5.4035006105131345
STU3282,7,Female,Public,Middle,79,65,71,43,5,5,5,2,1,2,2,5,1,10,1,4,1,1,0,0,0,0,0,0,1,4,0,0,Reading/Writing,13.126984224770833,23.401183487459438,25.190486742167206,49.15217267962318,23.653840117493168,41.18552061719146,45.5007706719252,44.98292419843817,Healthcare,"['Trades_Manufacturing', 'Government_Law']",3.6514020076979747
STU3283,10,Male,Private,Low,93,60,67,56,-4,6,12,2,4,4,6,10,1,10,10,9,0,0,0,0,0,0,0,0,0,0,0,0,Reading/Writing,30.16821776067565,61.28107030983651,55.07081790284608,77.8915483412822,60.55192949428535,71.73135507771096,48.68329707785836,62.47145671160165,Healthcare,"['Social_Services', 'Government_Law']",6.160193263571244
STU3284,11,Female,Public,High,74,89,94,76,-4,2,5,0,1,2,8,9,2,4,1,7,0,0,1,3,1,4,1,3,0,0,0,0,Auditory,44.2122993355585,46.98972841047186,71.15514356559692,42.98266093418784,21.12541648273024,33.08298407281776,59.63856044351692,41.60860540996636,Arts_Media,"['Trades_Manufacturing', 'Business_Finance']",11.516583122079993
STU3285,8,Female,Public,Middle,68,70,82,69,0,0,0,9,4,9,10,9,9,1,10,3,0,0,0,0,0,0,1,5,0,0,0,0,Reading/Writing,56.54231929009934,52.20130379302819,64.5516410635035,40.575094269238875,75.155431848782,49.71118108454209,56.88814243740623,39.42771498519361,Education,"['Arts_Media', 'Trades_Manufacturing']",10.603790785278505
STU3286,8,Male,Charter,High,57,50,79,66,2,-2,0,13,7,9,10,1,3,5,5,7,1,5,0,0,0,0,0,0,0,0,0,0,Kinesthetic,60.04313788011228,61.4340245597771,16.134629421357243,59.44077675987845,35.860113751984656,49.294025955565445,47.57056735771783,55.74046069655198,Business_Finance,"['STEM', 'Healthcare']",1.390886679664817
STU3287,9,Male,Public,Low,100,64,44,58,7,0,-2,9,10,1,3,6,8,5,8,1,1,3,0,0,0,0,1,4,1,4,0,0,Reading/Writing,61.54465323643845,4.386653151615169,46.54464871766365,34.29415256536083,66.34831721043469,42.63468401181187,64.17450317362785,44.836160973751845,Education,"['Trades_Manufacturing', 'STEM']",2.1738140368068315
STU3288,10,Female,Private,Middle,77,71,72,43,5,8,-4,2,7,2,6,9,10,4,9,5,0,0,1,4,0,0,1,3,1,4,1,4,Visual,59.74318809359735,37.688939155473584,86.22667506974715,38.795056656990084,87.5146318849568,66.1493594670057,61.91917162162185,32.39684171553843,Education,"['Arts_Media', 'Social_Services']",1.2879568152096539
STU3289,12,Female,Public,Middle,55,83,67,72,0,-2,-10,1,1,8,9,1,3,2,7,1,0,0,0,0,0,0,0,0,0,0,1,1,Kinesthetic,42.580016096119685,31.009768106242653,11.01972218394199,37.097730072662316,42.36775614266552,45.22035625141025,33.3950517101194,33.24323243641521,Social_Services,"['STEM', 'Education']",2.6403401552905663
STU3290,7,Female,Public,Middle,52,60,67,75,3,-7,0,7,10,3,4,2,3,7,8,4,1,4,1,1,0,0,0,0,1,4,0,0,Reading/Writing,59.5638896822542,32.37195151012253,23.652504456468407,58.28721920639111,51.3442798468123,55.68145334765775,49.47715481379532,57.73068410302745,STEM,"['Healthcare', 'Government_Law']",1.2766704758630922
STU3291,10,Female,Private,Middle,88,61,46,55,-2,-2,-5,-1,2,3,6,10,9,7,5,2,1,4,0,0,0,0,0,0,0,0,0,0,Visual,55.31274846811313,24.349013854170288,72.56197931780761,53.683108814966914,47.46280576240339,47.760129967211505,53.79491322810072,1.6229252118103672,Arts_Media,"['STEM', 'Trades_Manufacturing']",17.249230849694484
